key,text,tag,file,type,protected_text
VBE_DalgonaCoffeeHigh.stages.0.label,Sugary awakening,label,ThoughtDef/ThoughtDef.xml,def,Sugary awakening
VBE_DalgonaCoffeeHigh.stages.0.description,"That dalgona coffee hit the spot, now let’s get some work done.",description,ThoughtDef/ThoughtDef.xml,def,"That dalgona coffee hit the spot, now let’s get some work done."
VBE_GreenTea.label,green tea,label,ThingDef/ThingDef.xml,def,green tea
VBE_GreenTea.description,"A light, citrusy green tea spiked with sugar to create a buttery, almost nutty flavor.",description,ThingDef/ThingDef.xml,def,"A light, citrusy green tea spiked with sugar to create a buttery, almost nutty flavor."
VBE_GreenTea.ingestible.ingestCommandString,Drink {0},ingestCommandString,ThingDef/ThingDef.xml,def,Drink (PH_1)
VBE_GreenTea.ingestible.ingestReportString,Drinking {0}.,ingestReportString,ThingDef/ThingDef.xml,def,Drinking (PH_1).
VBE_MasalaChai.label,masala chai,label,ThingDef/ThingDef.xml,def,masala chai
VBE_MasalaChai.description,"A musty, warm, almost woody tea crafted by simple leaves and complex spices. Masala chai acts as a home remedy against wound infections, reducing the severity of a random infection by 5%.",description,ThingDef/ThingDef.xml,def,"A musty, warm, almost woody tea crafted by simple leaves and complex spices. Masala chai acts as a home remedy against wound infections, reducing the severity of a random infection by 5%."
VBE_MasalaChai.ingestible.ingestCommandString,Drink {0},ingestCommandString,ThingDef/ThingDef.xml,def,Drink (PH_1)
VBE_MasalaChai.ingestible.ingestReportString,Drinking {0}.,ingestReportString,ThingDef/ThingDef.xml,def,Drinking (PH_1).
VBE_DrankMasalaChai.stages.0.label,Fancied a zesty cuppa,label,ThoughtDef/ThoughtDef.xml,def,Fancied a zesty cuppa
VBE_DrankMasalaChai.stages.0.description,A delightfully complex cup of spicy masala chai really brightens the day.,description,ThoughtDef/ThoughtDef.xml,def,A delightfully complex cup of spicy masala chai really brightens the day.
VBE_DrankMasalaChai.label,drank masala chai,label,HediffDef/HediffDef.xml,def,drank masala chai
VBE_DrankMasalaChai.description,"Tannins naturally found in tea once metabolised increases the stimuli in ones nervous system, suppressing ones urge to sleep, as well as boosting ones immune system. Increases immunity gain speed by 15% and provides 10% reduction in rest fall rate for 5 hours. Masala chai acts as a home remedy against wound infections, reducing the severity of a random infection by 5%.",description,HediffDef/HediffDef.xml,def,"Tannins naturally found in tea once metabolised increases the stimuli in ones nervous system, suppressing ones urge to sleep, as well as boosting ones immune system. Increases immunity gain speed by 15% and provides 10% reduction in rest fall rate for 5 hours. Masala chai acts as a home remedy against wound infections, reducing the severity of a random infection by 5%."
VBE_MintCoffee.label,mint coffee,label,ThingDef/ThingDef.xml,def,mint coffee
VBE_MintCoffee.description,"Bitter espresso mixed with cream or milk, then further mixed with mint oil and garnished. Cool and velvety coffee gives way to an even cooler, soothing aftertaste, not to mention great smelling breath.",description,ThingDef/ThingDef.xml,def,"Bitter espresso mixed with cream or milk, then further mixed with mint oil and garnished. Cool and velvety coffee gives way to an even cooler, soothing aftertaste, not to mention great smelling breath."
VBE_MintCoffee.ingestible.ingestCommandString,Drink {0},ingestCommandString,ThingDef/ThingDef.xml,def,Drink (PH_1)
VBE_MintCoffee.ingestible.ingestReportString,Drinking {0}.,ingestReportString,ThingDef/ThingDef.xml,def,Drinking (PH_1).
VBE_MintCoffeeHigh.label,mint coffee high,label,HediffDef/HediffDef.xml,def,mint coffee high
VBE_MintCoffeeHigh.labelNoun,a mint coffee high,labelNoun,HediffDef/HediffDef.xml,def,a mint coffee high
VBE_MintCoffeeHigh.description,"Caffeine naturally found in coffee once metabolised increases the stimuli in one's nervous system, suppressing ones urge to sleep, as well as clearing ones mind. Increases learning speed by a 15% amount and 15% reduction in rest fall rate. Hot coffee reduces hypothermia. Mint coffee provides fresh breath, increasing social impact by 10%.",description,HediffDef/HediffDef.xml,def,"Caffeine naturally found in coffee once metabolised increases the stimuli in one's nervous system, suppressing ones urge to sleep, as well as clearing ones mind. Increases learning speed by a 15% amount and 15% reduction in rest fall rate. Hot coffee reduces hypothermia. Mint coffee provides fresh breath, increasing social impact by 10%."
VBE_MintCoffeeHigh.stages.0.label,Fresh awakening,label,ThoughtDef/ThoughtDef.xml,def,Fresh awakening
VBE_MintCoffeeHigh.stages.0.description,"That mint coffee hit the spot, now let’s get some work done.",description,ThoughtDef/ThoughtDef.xml,def,"That mint coffee hit the spot, now let’s get some work done."
VBE_MintTea.label,mint tea,label,ThingDef/ThingDef.xml,def,mint tea
VBE_MintTea.description,"Black tea leaves mixed with mint leaves and deeply steeped, then garnished with additional mint leaves. Leaves your breath surprisingly fresh.",description,ThingDef/ThingDef.xml,def,"Black tea leaves mixed with mint leaves and deeply steeped, then garnished with additional mint leaves. Leaves your breath surprisingly fresh."
VBE_MintTea.ingestible.ingestCommandString,Drink {0},ingestCommandString,ThingDef/ThingDef.xml,def,Drink (PH_1)
VBE_MintTea.ingestible.ingestReportString,Drinking {0}.,ingestReportString,ThingDef/ThingDef.xml,def,Drinking (PH_1).
VBE_DrankMintTea.stages.0.label,Refreshing tea,label,ThoughtDef/ThoughtDef.xml,def,Refreshing tea
VBE_DrankMintTea.stages.0.description,A delightfully fresh cup of mint tea really brightens the day.,description,ThoughtDef/ThoughtDef.xml,def,A delightfully fresh cup of mint tea really brightens the day.
VBE_DrankMintTea.label,drank mint tea,label,HediffDef/HediffDef.xml,def,drank mint tea
VBE_DrankMintTea.description,"Tannins naturally found in tea once metabolised increases the stimuli in ones nervous system, suppressing ones urge to sleep, as well as boosting ones immune system. Increases immunity gain speed by 15% and provides 10% reduction in rest fall rate for 5 hours. Mint tea provides fresh breath, increasing social impact by 10%.",description,HediffDef/HediffDef.xml,def,"Tannins naturally found in tea once metabolised increases the stimuli in ones nervous system, suppressing ones urge to sleep, as well as boosting ones immune system. Increases immunity gain speed by 15% and provides 10% reduction in rest fall rate for 5 hours. Mint tea provides fresh breath, increasing social impact by 10%."
VBE_NoonChai.label,noon chai,label,ThingDef/ThingDef.xml,def,noon chai
VBE_NoonChai.description,"An ancient Kashmiri tea mixing tea leaves, a pinch of salt and baking soda, which results in an striking pink beverage that is famous for being not only delicious but also healthy for the body. Used for treating muscle parasites.",description,ThingDef/ThingDef.xml,def,"An ancient Kashmiri tea mixing tea leaves, a pinch of salt and baking soda, which results in an striking pink beverage that is famous for being not only delicious but also healthy for the body. Used for treating muscle parasites."
VBE_NoonChai.ingestible.ingestCommandString,Drink {0},ingestCommandString,ThingDef/ThingDef.xml,def,Drink (PH_1)
VBE_NoonChai.ingestible.ingestReportString,Drinking {0}.,ingestReportString,ThingDef/ThingDef.xml,def,Drinking (PH_1).
VBE_DrankNoonChai.stages.0.label,Fancied a salty cuppa,label,ThoughtDef/ThoughtDef.xml,def,Fancied a salty cuppa
VBE_DrankNoonChai.stages.0.description,A delightful cup of noon chai really brightens the day.,description,ThoughtDef/ThoughtDef.xml,def,A delightful cup of noon chai really brightens the day.
VBE_DrankNoonChai.label,drank noon chai,label,HediffDef/HediffDef.xml,def,drank noon chai
VBE_DrankNoonChai.description,"Tannins naturally found in tea once metabolised increases the stimuli in ones nervous system, suppressing ones urge to sleep, as well as boosting ones immune system. Increases immunity gain speed by 15% and provides 10% reduction in rest fall rate for 5 hours. Used for treating muscle parasites.",description,HediffDef/HediffDef.xml,def,"Tannins naturally found in tea once metabolised increases the stimuli in ones nervous system, suppressing ones urge to sleep, as well as boosting ones immune system. Increases immunity gain speed by 15% and provides 10% reduction in rest fall rate for 5 hours. Used for treating muscle parasites."
VBE_MintLeaves.label,mint leaves,label,ThingDef/ThingDef.xml,def,mint leaves
VBE_MintLeaves.description,"Mint leaves are infamous for their cooling effect on one's mouth, as well as ease of seeping into an array of teas or delicately garnishing a dish. Mint leaves rot quite fast.",description,ThingDef/ThingDef.xml,def,"Mint leaves are infamous for their cooling effect on one's mouth, as well as ease of seeping into an array of teas or delicately garnishing a dish. Mint leaves rot quite fast."
VCE_ConsumedMintLeaves.stages.0.label,consumed mint,label,ThoughtDef/ThoughtDef.xml,def,consumed mint
VCE_ConsumedMintLeaves.stages.0.description,Fresh breath!,description,ThoughtDef/ThoughtDef.xml,def,Fresh breath!
VCE_ConsumedMintLeaves.label,consumed mint (from meal),label,HediffDef/HediffDef.xml,def,consumed mint (from meal)
VCE_ConsumedMintLeaves.description,Consumed some fresh mint leaves. The fresh breath increases social impact by 10%.,description,HediffDef/HediffDef.xml,def,Consumed some fresh mint leaves. The fresh breath increases social impact by 10%.
VBE_MintPlant.label,mint plant,label,ThingDef/ThingDef.xml,def,mint plant
VBE_MintPlant.description,"A plant sprouting into an array of mint leaves. Mint leaves are infamous for their cooling effect on one's mouth, as well as ease of seeping into an array of teas or delicately garnishing a dish. Flourishes indoors and in plant pots, while being pleasant to look at.",description,ThingDef/ThingDef.xml,def,"A plant sprouting into an array of mint leaves. Mint leaves are infamous for their cooling effect on one's mouth, as well as ease of seeping into an array of teas or delicately garnishing a dish. Flourishes indoors and in plant pots, while being pleasant to look at."
