key,text,tag,file,type,protected_text
GR_AlphaGenomeExcavator.description,"A simplified genome extraction device designed to be usable by even the most simple-minded goon, as such it resembles a caulking gun that works in reverse. The best genetic material can be found in the brain and the automated, single-use design instantly compresses this material into a usable genome.\n\nThe desired subject needs to be docile and trusting of the user who intends on scooping out their brain in a process that is not-quite instantaneous. It is recommended to anesthetize the creature as any sudden movement on their part will interrupt the whole process. Alternatively, it will also work on a dead body...\n\n<color=#E5E54C>Gameplay effect:</color> This excavator can be used to acquire the following genomes:",description,ThingDef/ThingDef.xml,def,"A simplified genome extraction device designed to be usable by even the most simple-minded goon, as such it resembles a caulking gun that works in reverse. The best genetic material can be found in the brain and the automated, single-use design instantly compresses this material into a usable genome.(PH_6)(PH_5)The desired subject needs to be docile and trusting of the user who intends on scooping out their brain in a process that is not-quite instantaneous. It is recommended to anesthetize the creature as any sudden movement on their part will interrupt the whole process. Alternatively, it will also work on a dead body...(PH_4)(PH_3)(PH_2)Gameplay effect:(PH_1) This excavator can be used to acquire the following genomes:"
GR_AlphaGenomeExcavator.comps.0.useLabel,Use genome excavator,useLabel,ThingDef/ThingDef.xml,def,Use genome excavator
GR_AlphaGenetic.label,alpha genome,label,ThingDef/ThingDef.xml,def,alpha genome
GR_AlphaGenetic.description,A payload of alpha animal genetic material. Can be used at the genomorpher to create a growth cell of a hybrid animal. This tier 2 genome can only be used as primary genome.\n\n<color=#E5E54C>Extraction:</color> Can be extracted via an alpha genome excavator from:,description,ThingDef/ThingDef.xml,def,A payload of alpha animal genetic material. Can be used at the genomorpher to create a growth cell of a hybrid animal. This tier 2 genome can only be used as primary genome.(PH_4)(PH_3)(PH_2)Extraction:(PH_1) Can be extracted via an alpha genome excavator from:
GR_Boomthread.label,boomthread,label,ThingDef/ThingDef.xml,def,boomthread
GR_Boomthread.description,"This silk is as strong as synthread, but it is also an excellent thermal insulator",description,ThingDef/ThingDef.xml,def,"This silk is as strong as synthread, but it is also an excellent thermal insulator"
AA_ExplodingWeb.label,exploding web,label,ThingDef/ThingDef.xml,def,exploding web
AA_Bullet_TinyVenomBarb.label,tiny venomous barb,label,ThingDef/ThingDef.xml,def,tiny venomous barb
AA_HugeQuill.label,huge quill,label,ThingDef/ThingDef.xml,def,huge quill
GR_BearBug.label,bear bug,label,ThingDef/ThingDef.xml,def,bear bug
GR_BearBug.description,"This tardigrade-like creature is basically a huge bed bug infused with bear genes. It consumes a large amount of food, but its paralysing attacks combined with its resilience can be very useful in a combat situation.\n\nUseful abilities: Bear bugs produce a powerful neurotoxin that can paralyse their prey, leaving them completely unable to defend themselves.",description,ThingDef/ThingDef.xml,def,"This tardigrade-like creature is basically a huge bed bug infused with bear genes. It consumes a large amount of food, but its paralysing attacks combined with its resilience can be very useful in a combat situation.(PH_2)(PH_1)Useful abilities: Bear bugs produce a powerful neurotoxin that can paralyse their prey, leaving them completely unable to defend themselves."
GR_BearBug.tools.0.label,mandibles,label,ThingDef/ThingDef.xml,def,mandibles
GR_BearBug.tools.1.label,head,label,ThingDef/ThingDef.xml,def,head
GR_BearBug.label,bear bug,label,PawnKindDef/PawnKindDef.xml,def,bear bug
GR_Boomalisk.label,boomalisk,label,ThingDef/ThingDef.xml,def,boomalisk
GR_Boomalisk.description,"The boomalisk is a boomalope / dunealisk hybrid that produces a weird spider silk know as boomthread. This silk is as strong as synthread, but it is also an excellent thermal insulator. Boomalisks also catch their prey with exploding webs, which... sounds dangerous.\n\nUseful abilities: Produces chemfuel, boomthread and attacks with explosive webs.",description,ThingDef/ThingDef.xml,def,"The boomalisk is a boomalope / dunealisk hybrid that produces a weird spider silk know as boomthread. This silk is as strong as synthread, but it is also an excellent thermal insulator. Boomalisks also catch their prey with exploding webs, which... sounds dangerous.(PH_2)(PH_1)Useful abilities: Produces chemfuel, boomthread and attacks with explosive webs."
GR_Boomalisk.tools.0.label,left first leg,label,ThingDef/ThingDef.xml,def,left first leg
GR_Boomalisk.tools.1.label,right first leg,label,ThingDef/ThingDef.xml,def,right first leg
GR_Boomalisk.tools.3.label,head,label,ThingDef/ThingDef.xml,def,head
GR_Boomalisk.label,boomalisk,label,PawnKindDef/PawnKindDef.xml,def,boomalisk
GR_Needlechicken.label,needlechicken,label,ThingDef/ThingDef.xml,def,needlechicken
GR_Needlechicken.description,"This abomination is part chicken, part sentient cactus. If cactus nuggets weren't a thing, they are now. You can think of them as solar-powered egg layers.\n\nUseful abilities: Needlechicken are decent egg layers. They can defend themselves with tiny poison barb attacks, and they almost don't need sustenance (except for a large amount of sunlight).",description,ThingDef/ThingDef.xml,def,"This abomination is part chicken, part sentient cactus. If cactus nuggets weren't a thing, they are now. You can think of them as solar-powered egg layers.(PH_2)(PH_1)Useful abilities: Needlechicken are decent egg layers. They can defend themselves with tiny poison barb attacks, and they almost don't need sustenance (except for a large amount of sunlight)."
GR_Needlechicken.tools.0.label,stings,label,ThingDef/ThingDef.xml,def,stings
GR_Needlechicken.tools.2.label,head,label,ThingDef/ThingDef.xml,def,head
GR_Needlechicken.label,needlechicken,label,PawnKindDef/PawnKindDef.xml,def,needlechicken
GR_Beetlefleet.label,beetlefleet,label,ThingDef/ThingDef.xml,def,beetlefleet
GR_Beetlefleet.description,"A chitinous, floating, hydrogen-filled monstruosity. The beetlefleet wanders the land bouncing off objects in its path, seeking prey to consume.\n\nUseful abilities: Beetlefleet produce insect jelly, explode on death violently, and reproduce asexually.",description,ThingDef/ThingDef.xml,def,"A chitinous, floating, hydrogen-filled monstruosity. The beetlefleet wanders the land bouncing off objects in its path, seeking prey to consume.(PH_2)(PH_1)Useful abilities: Beetlefleet produce insect jelly, explode on death violently, and reproduce asexually."
GR_Beetlefleet.tools.1.label,tentacles,label,ThingDef/ThingDef.xml,def,tentacles
GR_Beetlefleet.label,beetlefleet,label,PawnKindDef/PawnKindDef.xml,def,beetlefleet
GR_Groundffalo.label,groundffalo,label,ThingDef/ThingDef.xml,def,groundffalo
GR_Groundffalo.description,"The horned groundffalo is a great pack beast (albeit a bit slow) capable of producing milk and wool, as well as mining for your colony. Compared to a Groundrunner it won't be as efficient on its mining work, but the other characteristics make up for this.\n\nUseful abilities: Produces wool, milk, acts as a pack beast and  mines rocks and minerals.",description,ThingDef/ThingDef.xml,def,"The horned groundffalo is a great pack beast (albeit a bit slow) capable of producing milk and wool, as well as mining for your colony. Compared to a Groundrunner it won't be as efficient on its mining work, but the other characteristics make up for this.(PH_2)(PH_1)Useful abilities: Produces wool, milk, acts as a pack beast and  mines rocks and minerals."
GR_Groundffalo.tools.0.label,left claw,label,ThingDef/ThingDef.xml,def,left claw
GR_Groundffalo.tools.1.label,right claw,label,ThingDef/ThingDef.xml,def,right claw
GR_Groundffalo.tools.2.label,horns,label,ThingDef/ThingDef.xml,def,horns
GR_Groundffalo.tools.3.label,head,label,ThingDef/ThingDef.xml,def,head
GR_Groundffalo.label,groundffalo,label,PawnKindDef/PawnKindDef.xml,def,groundffalo
GR_MeadowLizard.label,meadow lizard,label,ThingDef/ThingDef.xml,def,meadow lizard
GR_MeadowLizard.description,"The meadow lizard is a beast bred for speed. Even though they are naturally slower than meadow aves, they can be trained to be incredibly fast mounts.\n\nUseful abilities: if properly trained they can be ridden into battle at incredible speeds (this interaction needs the Giddy-Up, combat mounts mod, and it will make the Meadow Lizards move 100% faster when used as mounts). They are also venomous.",description,ThingDef/ThingDef.xml,def,"The meadow lizard is a beast bred for speed. Even though they are naturally slower than meadow aves, they can be trained to be incredibly fast mounts.(PH_2)(PH_1)Useful abilities: if properly trained they can be ridden into battle at incredible speeds (this interaction needs the Giddy-Up, combat mounts mod, and it will make the Meadow Lizards move 100% faster when used as mounts). They are also venomous."
GR_MeadowLizard.tools.0.label,claws,label,ThingDef/ThingDef.xml,def,claws
GR_MeadowLizard.tools.2.label,head,label,ThingDef/ThingDef.xml,def,head
GR_MeadowLizard.label,meadow lizard,label,PawnKindDef/PawnKindDef.xml,def,meadow lizard
GR_AnimusHare.label,animus hare,label,ThingDef/ThingDef.xml,def,animus hare
GR_AnimusHare.description,"The Animus Hare is a small leporid with latent psionic abilities. Quite intelligent for an animal, but not intelligent enough to properly use psionics. It will however quickly bond with human beings and reach with his mind to make happy everyone that treats it well.\n\nUseful abilities: they will often use a psionic nuzzle on colonists, keeping everyone happier. They also breed very fast.",description,ThingDef/ThingDef.xml,def,"The Animus Hare is a small leporid with latent psionic abilities. Quite intelligent for an animal, but not intelligent enough to properly use psionics. It will however quickly bond with human beings and reach with his mind to make happy everyone that treats it well.(PH_2)(PH_1)Useful abilities: they will often use a psionic nuzzle on colonists, keeping everyone happier. They also breed very fast."
GR_AnimusHare.tools.0.label,left claw,label,ThingDef/ThingDef.xml,def,left claw
GR_AnimusHare.tools.1.label,right claw,label,ThingDef/ThingDef.xml,def,right claw
GR_AnimusHare.tools.3.label,head,label,ThingDef/ThingDef.xml,def,head
GR_AnimusHare.label,animus hare,label,PawnKindDef/PawnKindDef.xml,def,animus hare
GR_Nighthrumbo.label,nighthrumbo,label,ThingDef/ThingDef.xml,def,nighthrumbo
GR_Nighthrumbo.description,"The nighthrumbo is a fearsome predator. Armed with strong jaws and its horn, as well as ranged quill attacks, it will make quick work of any prey it decides to attack. It is also a nocturnal animal, sleeping during the day and being active at night.\n\nUseful abilities: Ranged quill attacks.",description,ThingDef/ThingDef.xml,def,"The nighthrumbo is a fearsome predator. Armed with strong jaws and its horn, as well as ranged quill attacks, it will make quick work of any prey it decides to attack. It is also a nocturnal animal, sleeping during the day and being active at night.(PH_2)(PH_1)Useful abilities: Ranged quill attacks."
GR_Nighthrumbo.tools.0.label,horn,label,ThingDef/ThingDef.xml,def,horn
GR_Nighthrumbo.tools.1.label,left claw,label,ThingDef/ThingDef.xml,def,left claw
GR_Nighthrumbo.tools.2.label,right claw,label,ThingDef/ThingDef.xml,def,right claw
GR_Nighthrumbo.tools.4.label,head,label,ThingDef/ThingDef.xml,def,head
GR_Nighthrumbo.label,nighthrumbo,label,PawnKindDef/PawnKindDef.xml,def,nighthrumbo
GR_WolfShrimp.label,wolf shrimp,label,ThingDef/ThingDef.xml,def,wolf shrimp
GR_WolfShrimp.description,"A terrifyingly alien creature, the wolf shrimp is keenly intelligent like its wolf forefather, slithering in blinding speed towards its prey.\n\nUseful abilities: Extremely fast regenerative capabilities.",description,ThingDef/ThingDef.xml,def,"A terrifyingly alien creature, the wolf shrimp is keenly intelligent like its wolf forefather, slithering in blinding speed towards its prey.(PH_2)(PH_1)Useful abilities: Extremely fast regenerative capabilities."
GR_WolfShrimp.tools.0.label,head,label,ThingDef/ThingDef.xml,def,head
GR_WolfShrimp.tools.2.label,left blade,label,ThingDef/ThingDef.xml,def,left blade
GR_WolfShrimp.tools.3.label,right blade,label,ThingDef/ThingDef.xml,def,right blade
GR_WolfShrimp.label,wolf shrimp,label,PawnKindDef/PawnKindDef.xml,def,wolf shrimp
